TOKEN_ID,TOKEN_NAME,Background Color,Aura,Skin,Lips,Eyes,Nose Ring,Hair,Shirt,Necklace,Earrings,Headpiece,Tier,Eyeliner,Essence,Tattoos,Eclipsed,Tears,Scar,Bandages,Crown,Void,Blessed
683,Yunei Ar - Divine #683,Ochre,Serene,Betrayed,Raspberry,Passionate,Chain of Pearls,Ancient Dark,Shimmering Cloak,Harspiera's Tears,Obsidian,Mystical Crown,Vindicator,,,,,,,,,,
684,Disciple Salivanas - Divine #684,Ochre,Cosmic,Airtorn,Amber,,Silver Hoop,Disciple,Silvered,Mystical Stones,Pearls,Enchanted Spikes,Apostle,,,Glory,,,,,,,
685,Larz - Divine #685,Lilac,Warm,Tainted,Toxic,Passionate,Chain of Pearls,Majestic Seer,Purity Gown,Aegian,Emerald,Gems of Heart,Vindicator,,Aqueous,,,,,,,,
686,Rasmka - Divine #686,Heated,Rejuvenation,Cosmic,Deep Sea,Frost,Golden Bridge,Frosted Focus,Arcane Robes,Sramosa,Golden Stars,Coils of Nature,Vindicator,,,,,,,,,,
687,Ar Emuta - Divine #687,Natural,Passionate,Cosmic,Pursed Void,Life Giving,Chain of Pearls,Faint Hearted,Dress of Heart,Mystical Stones,Suspended Ruby,Golden Horns,Vindicator,,Aqueous,,,,,,,,
688,Yunen Su - Divine #688,Natural,Perceptive,Refined,Pursed Crimson,Life Giving,Silver Frayed Ring,Regal,Cape of Wisdom,Pendant of Wisdom,Rubies,Barbs of Arrogance,Vindicator,,,,,,,,,,
689,Enchanter Yaqua - Divine #689,Sky,Tranquility,Lifebreath,Pursed Frosted,,Golden Bridge,Enchanter,Cosmic Mage,Silver Barbs,Super Solar,Revitalized Crown,Apostle,,,Nature's Phase,,,,,,,
690,Ascended Lareuio - Divine #690,Fandango,Serene,Airtorn,Deep Sea,,Golden Frayed Ring,Ascended,White Forseeing,Bronzed Barbs,Golden Serpents,Vitality Spikes,Apostle,,,Refraction,,,,,,,
691,Ar Emlin - Divine #691,Sacred Peach,Cosmic,Tainted,Frozen,Frozen,Silver Double Chained,Dark Seer,Shimmering Dress,Tears of Grenal,Emerald,Coils of Ambience,Vindicator,,,,,,,,,,
692,Prekar - Divine #692,Azure,Harmonic,Imbued,Pursed Amber,Hazel,Golden Slack,Arcane,Shimmering Dress,Stones of Pride,Silver Divine,Cradle of Truth,Vindicator,,,,,,,,,,
693,Sorcerer Vesvanas - Divine #693,Emerald,Harmonic,Serpentheart,Crimson,,Silver Double Chained,Sorcerer,Mystic Tassel,Tears of Grenal,Bullets,Barbs of Arrogance,Apostle,,,Sky Torn,,,,,,,
694,Mage Araze - Divine #694,Amethyst,Combative,Serpentheart,Pursed Frozen,,Golden Frayed Ring,Mage,Arcane Amice,Amarashen,Silver Dreamcatchers,Gems of Pride,Apostle,,,Prophecy,,,,,,,
695,Iatia - Divine #695,Sky,Retribution,Cosmic,Pursed Void,Frozen,Silver Slack,Hazelnut,Deep Sea Cloak,Gold Divine,Bullets,Gems of Pride,Vindicator,,,,,,,,,,
696,Re'a Ea - Divine #696,Ochre,Focus,Broken,Natural,,,Raven,Garbs of Heart,A Glimpse of Revenge,,,Royalty,,,,,,Stolen Breath,Deafened,Shard of Aegian,,
697,Lasei Su - Divine #697,Natural,Retribution,Refined,Pursed Frozen,Hazel,Chain of Pearls,Flames,Cape of Nature,Amarashen,Rubies,Golden Spikes,Vindicator,,Clouded,,,,,,,,
698,Conjuror Eaila - Divine #698,Fandango,Perceptive,Airtorn,Toxic,,Silver Hoop,Conjuror,Arcane Tassel,Red Opals,Rubies,Enchanted Horns,Apostle,,Clouded,Blindsided,,,,,,,
699,Uwen Pa - Divine #699,Laguna,Combative,Refined,Amber,Frost,Golden Double Chained,Blazed,Shimmering Cloak,Gold Charge,Lunar,Golden Gladiator,Vindicator,,Burning,,,,,,,,
700,Seer Ruei Ar - Divine #700,Sacred Peach,Rejuvenation,Drake-Tempered,Frozen,,Golden Double Chained,Seer,Red Gilded,Pendant of Life,Super Lunar,Cradle of Truth,Apostle,,Aqueous,Nature's Phase,,,,,,,
701,Druid Ar Siltelia - Divine #701,Amethyst,Retribution,Serpentheart,Pursed Crimson,,Silver Frayed Ring,Druidic,Burned Amice,Silver Divine,Silver Hoops,Golden Spikes,Apostle,,,Sacrificial,,,,,,,
702,Tor Istar - Divine #702,Sacred Peach,Passionate,Imbued,Crimson,Passionate,Silver Hoop,Highness,Arcane Cape,Harspiera's Tears,Amber,Dorado,Vindicator,,,,,,,,,,
703,Ula Teen Su - Divine #703,Amethyst,Warm,Cosmic,Pursed Frosted,Hazel,Jeweled,Shadow,Purity Gown,Golden Rings,Obsidian,Pierced Crown,Vindicator,,,,,,,,,,
704,Rarasi - Divine #704,Heated,Tranquility,Refined,Pursed Void,Passionate,Silver Bridge,Rustic,Dress of Purity,Gold Divine,Golden Tears,Barbs of Arrogance,Vindicator,,,,,,,,,,
705,Finelle - Divine #705,Emerald,Serene,Imbued,Pursed Crimson,Frozen,Golden Frayed Ring,Fiery Seer,Arcane Cloak,Bronzed Barbs,Solar,Coils of Fire,Vindicator,,,,,,,,,,
706,Ar Silte Re - Divine #706,Heated,Perceptive,Betrayed,Raspberry,Frozen,Golden Bridge,Ancient Arcane,Bronzed Dress,Pendant of Life,Pearls,Enchanted Spikes,Vindicator,,,,,,,,,,
707,The Valkyrie of Lightning - Divine #707,,,,,,,,,,,,Valkyrie,,Electricity,,,,,,,,
708,Li Toraila - Divine #708,Amethyst,Rejuvenation,Refined,Natural,Frozen,Chain of Pearls,Dusk,Natural Dress,Golden Columns,Silver Echoes,Golden Spikes,Vindicator,,,,,,,,,,
709,Sylen Yi - Divine #709,Floral,Warm,Refined,Pursed Frozen,Frost,Silver Double Chained,Heart,Shimmering Cape,Amarashen,Gold Charged,Arcane Coils,Vindicator,,,,,,,,,,
710,Render - Divine #710,Lilac,Perceptive,Cosmic,Pursed Amber,Passionate,Silver Frayed Ring,River,Shimmering Dress,The Arc's Guidance,Morganite,Gems of Life,Vindicator,,,,,,,,,,
711,Raiiersa - Divine #711,Ochre,Tranquility,Refined,Tangerine,Hazel,Golden Hoop,Shallow Waters,Arcane Robes,Stones of Life,Suspended Sapphire,Bronzed Horns,Vindicator,,,,,Tears,,,,,
712,Zsaria Te - Divine #712,Floral,Focus,Imbued,Pursed Void,Frost,Golden Double Chained,Winter Kissed,Toga of Heart,Aegian,Silver Stars,Golden Gladiator,Vindicator,,,,,,,,,,
713,Spirited Ula Empa - Divine #713,Sacred Peach,Serene,All-Seeing,Natural,,Silver Slack,Spirited,Mystic Amice,Grenal,Silver Echoes,Golden Horns,Apostle,,,Of The Wise,,,,,,,
714,Prerah - Divine #714,Heated,Retribution,Tainted,Frosted,Frozen,Golden Hoop,Blazed,Purity Gown,Harspiera's Tears,Rubies,Coils of Ambience,Vindicator,,,,,,,,,,
715,Ell'er Yar - Divine #715,Laguna,Serene,Broken,Pursed Void,,,Judged,Natural Laces,A Glimpse of Regrowth,,,Royalty,,,,,,Stolen Heart,Dust,The Pillars of Resistance,,
716,Rentersi - Divine #716,Azure,Passionate,Refined,Frozen,Frost,Golden Slack,Vindicated,Tarnished Gown,Tri Obsidian,Amber,Barbs of Ascension,Vindicator,,Clouded,,,,,,,,
717,Pretersi - Divine #717,Floral,Combative,Cosmic,Crimson,Hazel,Golden Frayed Ring,Illuminated Sky,Dark Gown,Arcane Choker,Solar,Cradle of Light,Vindicator,,,,,,,,,,
718,Zayiave - Divine #718,Azure,Retribution,Refined,Pursed Crimson,Frozen,Silver Slack,Blunt Bangs,Arcane Cape,Sramosa,Silver Dreamcatchers,Headdress of the Goddess,Vindicator,,,,,,,,,,
719,Terawe - Divine #719,Laguna,Rejuvenation,Refined,Amber,Life Taking,Silver Hoop,Mystified,Arcane Cape,Red Opals,Emerald,Golden Horns,Vindicator,,,,,,,,,,
720,Keeper Final - Divine #720,Lilac,Harmonic,Drake-Tempered,Pursed Amber,,Silver Double Chained,Keeper,High Mage,Tri Obsidian,Emerald,Coils of Fire,Apostle,,,Guardian,Eclipsed,,,,,,
721,Warrior Viairla - Divine #721,Ochre,Cosmic,Drake-Tempered,Deep Sea,,Golden Hoop,Barbaric,Golden Mage,The Arc's Guidance,Gold Charged,Gems of Heart,Apostle,,,Loyalty,,,,,,,
722,Oalyn - Divine #722,Laguna,Focus,Refined,Raspberry,Passionate,Jeweled,Shimmering,Bronzed Robes,Obsidian Band,Lunar,Blossomed Crown,Vindicator,,,,,,,,,,
723,Finraa - Divine #723,Fandango,Serene,Imbued,Toxic,Frozen,Silver Slack,Frost,Cape of Heart,Stones of Life,Silver Chandelier,Gems of Optimism,Vindicator,,,,,,,,,,
724,Iatei Su - Divine #724,Emerald,Harmonic,Cosmic,Pursed Frosted,Frozen,Silver Double Chained,Rustic,Fiery Gown,Tarnished Band,Golden Echoes,Enchanted Horns,Vindicator,,,,,,,,,,
725,Waeei Re - Divine #725,Ochre,Perceptive,Tainted,Frosted,Frozen,Golden Bridge,Heart Seer,Arcane Robes,Silver Charge,Bullets,Gems of Patience,Vindicator,,,,,,,,,,
726,Mage Loila - Divine #726,Floral,Warm,All-Seeing,Pursed Void,,Golden Bridge,Mage,Life Mage,Tarnished Band,Lunar,Plata,Apostle,,,Guidance,,,,,,,
727,Rasoli - Divine #727,Lilac,Warm,Refined,Deep Sea,Life Giving,Chain of Pearls,Phoenix,Purity Toga,Tri Obsidian,Pearls,Mystical Crown,Vindicator,,,,,,,,,,
728,Arisen Zayoori - Divine #728,Azure,Cosmic,Airtorn,Pursed Crimson,,Golden Slack,Risen,Plates of Nature,Pendant of Wisdom,Silver Stars,Coils of Ambience,Apostle,,,Refraction,,,,,,,
729,Bri Tarspa - Divine #729,Emerald,Passionate,Refined,Void Kissed,Hazel,Silver Hoop,Winter,Arcane Cloak,Grenal,Golden Divine,Druidic Crown,Vindicator,,,,,,,,,,
730,Enchanter Uwkara - Divine #730,Azure,Retribution,Lifebreath,Pursed Crimson,,Golden Frayed Ring,Enchanter,Arcane Amice,The Breath of Infinity,Obsidian,Golden Chandelier,Apostle,,,Kindness,,,,,,,
731,Paiivanas - Divine #731,Sacred Peach,Retribution,Imbued,Pursed Frozen,Frozen,Golden Hoop,Ancient Tarnished,Shimmering Cloak,Stones of Pride,Morganite,Golden Chandelier,Vindicator,,,,,,,,,,
732,Rensoli - Divine #732,Lilac,Rejuvenation,Cosmic,Deep Sea,Life Taking,Blessed Stud,Electric,Arcane Robes,Harspiera,Silver Chain,Gems of Innocence,Vindicator,,,,,,,,,,
733,Teriave - Divine #733,Sacred Peach,Warm,Imbued,Void Kissed,Passionate,Jeweled,Faint Hearted,Dark Toga,Silver Columns,Silver Tears,Mystical Horns,Vindicator,,,,,,,,,,
734,Master Zylei Mae - Divine #734,Floral,Warm,Lifebreath,Pursed Void,,Golden Double Chained,Master,Tassels of Nature,Stones of Pride,Pearls,Mystical Horns,Apostle,,,Offering,,,,,,,
735,Enchanter Urtsoli - Divine #735,Floral,Passionate,Serpentheart,Pursed Void,,Jeweled,Enchanter,Wraps of Nature,Tears of Grenal,Gold Chain,Gems of Purity,Apostle,,,Sky Torn,,,,,,,
736,Aewvanas - Divine #736,Natural,Focus,Imbued,Pursed Crimson,Frost,Chain of Pearls,Ancient Dark,Shimmering Cape,Gro,Super Lunar,Vitality Spikes,Vindicator,,,,,,,,,,
737,Tel Eaeuio - Divine #737,Floral,Tranquility,Cosmic,Amber,Frost,Silver Frayed Ring,Heart Seer,Toga of Innocence,Aegian,Obsidian,Barbs of Ascension,Vindicator,,,,,,,,,,
738,Keeper Sileuio - Divine #738,Sacred Peach,Tranquility,Lifebreath,Toxic,,Chain of Pearls,Keeper,Warlock,Sramosa,Golden Divine,Barbs of Ascension,Apostle,,,Metamorphosis,,,,,,,
739,Oila - Divine #739,Fandango,Retribution,Imbued,Natural,Frozen,Silver Bridge,Sunrise,Cloak of Heart,Tears of Grenal,Silver Serpents,Gems of Purity,Vindicator,,Aqueous,,,,,,,,
740,Li Torave - Divine #740,Lilac,Harmonic,Cosmic,Pursed Void,Passionate,Chain of Pearls,Phoenix,Arcane Cape,Gold Charge,Silver Divine,Golden Horns,Vindicator,,,,,,,,,,
741,Disciple Tertaras - Divine #741,Lilac,Retribution,Drake-Tempered,Raspberry,,Golden Bridge,Disciple,Tarnished Tassel,The Breath of Infinity,Silver Serpents,Golden Chandelier,Apostle,,,Spirit,,,,,,,
742,Karria - Divine #742,Azure,Warm,Tainted,Pursed Crimson,Life Giving,Chain of Pearls,Ancient Dark,Natural Gown,Arcane Choker,Pearls,Barbs of Arrogance,Vindicator,,,,,,,,,,
743,Ar Ietali - Divine #743,Ochre,Retribution,Tainted,Frozen,Hazel,Chain of Pearls,Chestnut,Bronzed Cape,Tears of Grenal,Super Solar,Golden Gladiator,Vindicator,,,,,,,,,,
744,Mage Zuei Ar - Divine #744,Lilac,Combative,Drake-Tempered,Frosted,,Silver Bridge,Mage,Green Librarian,Obsidian Band,Rubies,Azurite Spikes,Apostle,,,Sky Torn,,,,,,,
745,Iaotelia - Divine #745,Heated,Warm,Imbued,Toxic,Passionate,Chain of Pearls,Fiery Focus,Vitality Toga,Bronzed Barbs,Silver Tears,Revitalized Crown,Vindicator,,,,,,,,,,
746,Seer Finoren Rah - Divine #746,Emerald,Warm,Airtorn,Tangerine,,Chain of Pearls,Seer,Teal Mage,Green Opals,Solar,Arcane Coils,Apostle,,,Kin,,,,,,,
747,Yevi - Divine #747,Amethyst,Serene,Cosmic,Pursed Void,Frost,Golden Double Chained,Fiery,Cream Toga,Pendant of Wisdom,Amber,Spring Crown,Vindicator,,,,,,,,,,
748,Ula Teeua - Divine #748,Floral,Combative,Betrayed,Pursed Amber,Frozen,Silver Hoop,Dark Seer,Arcane Cloak,Gro,Rubies,Golden Chandelier,Vindicator,,,,,,,,,,
749,Tel Yeen May - Divine #749,Laguna,Rejuvenation,Imbued,Pursed Void,Hazel,Silver Bridge,Flames,Arcane Robes,Golden Columns,Emerald,Cradle of Light,Vindicator,,,,,,,,,,
750,Aqequa - Divine #750,Fandango,Cosmic,Refined,Tangerine,Passionate,Silver Slack,Arcane,Vitality Toga,Tri Azurite,Morganite,Golden Spikes,Vindicator,,,,,,,,,,
751,Arimi - Divine #751,Sacred Peach,Combative,Cosmic,Pursed Crimson,Frozen,Silver Frayed Ring,Vindicated,Arcane Cape,Red Opals,Solar,Golden Spikes,Vindicator,,,,,,,,,,
752,Erei Ar - Divine #752,Ochre,Passionate,Imbued,Crimson,Frost,Golden Bridge,Burnt,Purity Gown,Pendant of Life,Golden Hoops,Silver Gladiator,Vindicator,,Freed,,,,,,,,
753,Sylei Su - Divine #753,Azure,Serene,Cosmic,Frozen,Frozen,Silver Double Chained,Shallow Waters,Arcane Cloak,Mystical Stones,Silver Echoes,Gems of Innocence,Vindicator,,,,,,,,,,
754,Urtei Qua - Divine #754,Fandango,Focus,Betrayed,Frosted,Frozen,Chain of Pearls,Darkened,Shimmering Dress,Silver Divine,Obsidian,Darkwood Spikes,Vindicator,,,,,,,,,,
755,Sylei Re - Divine #755,Emerald,Harmonic,Imbued,Pursed Crimson,Frozen,Chain of Pearls,Highness,Bronzed Dress,Harspiera's Tears,Bullets,Rejuvenating Horns,Vindicator,,Clouded,,,,,,,,
756,Puaiura - Divine #756,Natural,Passionate,Cosmic,Pursed Amber,Hazel,Jeweled,Regal,Natural Toga,Harspiera,Lunar,Barrette,Vindicator,,,,,,,,,,
757,Raeria Te - Divine #757,Amethyst,Rejuvenation,Imbued,Pursed Void,Life Giving,Jeweled,Frosted Focus,Shimmering Cloak,Gold Divine,Amber,Plata,Vindicator,,,,,,,,,,
758,Warrior Fin Raelin - Divine #758,Floral,Retribution,Lifebreath,Void Kissed,,Golden Hoop,Barbaric,Bronzed Plates,Stones of Pride,Morganite,Druidic Crown,Apostle,,,Last Hope,,,,,,,
759,Araze - Divine #759,Fandango,Combative,Cosmic,Tangerine,Frozen,Golden Frayed Ring,Ancient Arcane,Shimmering Cape,Stones of Pride,Morganite,Azurite Spikes,Vindicator,,,,,,,,,,
760,Conjuror Aropari - Divine #760,Laguna,Tranquility,Lifebreath,Frozen,,Silver Double Chained,Conjuror,Void Forseeing,Golden Columns,Silver Chandelier,Blossomed Crown,Apostle,,,Prophecy,,,,,,,
761,Tor Itz - Divine #761,Emerald,Focus,Tainted,Natural,Hazel,Silver Double Chained,Tainted,Natural Dress,Silver Rings,Gold Chain,Silver Chandelier,Vindicator,,,,,,,,,,
762,Bri Tarz - Divine #762,Lilac,Serene,Tainted,Pursed Crimson,Life Giving,Blessed Stud,River,Toga of Innocence,Stones of Heart,Bullets,Coils of Nature,Vindicator,,,,,,,,,,
763,Railila - Divine #763,Amethyst,Harmonic,Tainted,Amber,Life Taking,Golden Slack,Shadow,Cape of Nature,Green Opals,Silver Stars,Coils of Ambience,Vindicator,,,,,,,,,,
764,Master Iaylvia - Divine #764,Natural,Retribution,Serpentheart,Crimson,,Silver Bridge,Master,Golden Plates,Arcane Choker,Lunar,Silver Chandelier,Apostle,,,Of The Wise,,,,,,,
765,Rayarla - Divine #765,Laguna,Retribution,Betrayed,Raspberry,Frost,Silver Slack,Hazelnut,Shimmering Cape,Silver Barbs,Suspended Ruby,Rejuvenating Horns,Vindicator,,,,Eclipsed,,,,,,
766,Ayltaras - Divine #766,Heated,Warm,Tainted,Deep Sea,Passionate,Chain of Pearls,Ancient Blue,Arcane Cloak,Tri Obsidian,Pearls,Gems of Life,Vindicator,,,,,,,,,,
767,Iytz - Divine #767,Floral,Warm,Imbued,Pursed Void,Frozen,Silver Hoop,Focused,Shimmering Cloak,Stones of Heart,Suspended Sapphire,Golden Chandelier,Vindicator,,,,,,,,,,
768,Tempest Aqeawe - Divine #768,Heated,Focus,Serpentheart,Pursed Amber,,Silver Slack,Tempest,Red Librarian,Stones of Heart,Suspended Sapphire,Coils of Nature,Apostle,,,Refraction,,,,,,,
769,Uwz - Divine #769,Azure,Serene,Tainted,Pursed Frozen,Passionate,Blessed Stud,Almond,Purity Gown,Pendant of Life,Golden Chandelier,Cradle of Noir,Vindicator,,,,,,,,,,
770,Sorcerer Ar Silralia - Divine #770,Ochre,Rejuvenation,Drake-Tempered,Pursed Frosted,,Silver Hoop,Sorcerer,Burned,Pendant of Wisdom,Silver Tears,Barrette,Apostle,,,Blindsided,,,,,,,
771,Uwii - Divine #771,Azure,Retribution,Cosmic,Pursed Frosted,Frozen,Silver Bridge,Majestic Seer,Toga of Heart,Arcane Choker,Rubies,Darkwood Spikes,Vindicator,,,,,,,,,,
772,Tel Eatali - Divine #772,Emerald,Harmonic,Refined,Toxic,Frost,Silver Frayed Ring,Blazed,Purity Toga,Bronzed Barbs,Silver Hoops,Gems of Heart,Vindicator,,,,,,,,,,
773,La Tertaras - Divine #773,Laguna,Rejuvenation,Cosmic,Toxic,Hazel,Silver Double Chained,Hazelnut,Shimmering Dress,Tri Azurite,Lunar,Gems of Purity,Vindicator,,,,,,,,,,
774,Karstar - Divine #774,Emerald,Passionate,Imbued,Frozen,Frozen,Blessed Stud,Darkened,Shimmering Dress,Tarnished Band,Solar,Gems of Wisdom,Vindicator,,Smoked,,,,,,,,
775,Iagi - Divine #775,Natural,Combative,Imbued,Amber,Frost,Jeweled,Faint Hearted,Cloak of Heart,Stones of Life,Silver Chain,Vitality Spikes,Vindicator,,,,,,,,,,
776,Ioei Sol - Divine #776,Lilac,Focus,Betrayed,Pursed Crimson,Passionate,Silver Frayed Ring,Shimmering,Bronzed Robes,Mystical Stones,Obsidian,Gems of Patience,Vindicator,,Lightning,,,,,,,,
777,Master Tel Silive - Divine #777,Amethyst,Perceptive,Airtorn,Natural,,Blessed Stud,Master,Orange Forseeing,Stones of Heart,Golden Tears,Golden Spikes,Apostle,,,Refraction,,,,,,,
778,Ziraa - Divine #778,Sacred Peach,Cosmic,Cosmic,Tangerine,Hazel,Golden Slack,Majestic Seer,Arcane Robes,Grenal,Emerald,Barbs of Arrogance,Vindicator,,,,,,,,,,
779,Mage Raearla - Divine #779,Emerald,Harmonic,Airtorn,Pursed Frozen,,Golden Slack,Mage,Cosmic Mage,Silver Columns,Silver Charged,Enchanted Spikes,Apostle,,,Sky Torn,,,,,,,
780,Ar Siltia - Divine #780,Sky,Perceptive,Cosmic,Pursed Frozen,Frozen,Silver Slack,Almond,Tarnished Gown,Sramosa,Rubies,Blossomed Crown,Vindicator,,,,,,,,,,
781,Druid Traeve - Divine #781,Ochre,Tranquility,Lifebreath,Pursed Frozen,,Silver Frayed Ring,Druidic,Arcane Wraps,The Arc's Guidance,Super Lunar,Silver Gladiator,Apostle,,,Sky Torn,,,,,,,
782,Bri Tariera - Divine #782,Floral,Rejuvenation,Imbued,Pursed Void,Frost,Silver Hoop,Blazed,Shimmering Cape,Green Opals,Silver Dreamcatchers,Dorado,Vindicator,,,,,,,,,,
783,Ia Darvi - Divine #783,Ochre,Warm,Imbued,Deep Sea,Frozen,Silver Bridge,Highness,Natural Gown,Amarashen,Lunar,Arcane Coils,Vindicator,,,,,,,,,,
784,Vesa Laria Te - Divine #784,Natural,Tranquility,Tainted,Deep Sea,Hazel,Chain of Pearls,Dark Seer,Arcane Cape,Silver Charge,Solar,Cradle of Truth,Vindicator,,,,,,,,,,
785,Re'er Ira - Divine #785,Amethyst,Tranquility,Broken,Pursed Crimson,,,Ashen,Arcane Laces,Talisman of Truth,,,Royalty,,,,,,Belder Strike,Purified,Shard of Harspiera,,
786,Spirited Ruiv - Divine #786,Heated,Passionate,Serpentheart,Amber,,Chain of Pearls,Spirited,Bronzed Tassel,Amarashen,Silver Chain,Gems of Optimism,Apostle,,,Glory,,,,,,,
787,Arisen Tel Yeah - Divine #787,Emerald,Warm,Drake-Tempered,Amber,,Jeweled,Risen,Tarnished Wraps,Gro,Emerald,Pierced Crown,Apostle,,,Loyalty,,,,,,,
788,Tergi - Divine #788,Fandango,Serene,Cosmic,Pursed Crimson,Frozen,Silver Slack,Chestnut,Arcane Cape,Pendant of Wisdom,Pearls,Gems of Optimism,Vindicator,,,,,,,,,,
789,Tor Ypari - Divine #789,Ochre,Retribution,Cosmic,Amber,Frozen,Golden Double Chained,Dusk,Dark Toga,Golden Rings,Morganite,Gems of Wisdom,Vindicator,,,,,,,,,,
790,Tor Ialin - Divine #790,Lilac,Perceptive,Tainted,Toxic,Passionate,Golden Frayed Ring,Heart Seer,Shimmering Cloak,Obsidian Band,Golden Stars,Bronzed Horns,Vindicator,,,,,,,,,,
791,Ascended Saisii - Divine #791,Natural,Perceptive,Serpentheart,Pursed Crimson,,Blessed Stud,Ascended,Amice of Nature,Silver Divine,Bullets,Darkwood Spikes,Apostle,,,Refraction,,,,,,,
792,Li Torila - Divine #792,Ochre,Passionate,Refined,Pursed Void,Passionate,Chain of Pearls,Mystified,Purity Gown,Silver Divine,Amber,Mystical Crown,Vindicator,,Aqueous,,,,,,,,
793,Orauei Te - Divine #793,Natural,Harmonic,Tainted,Toxic,Frozen,Silver Hoop,Electric,Cape of Wisdom,Da,Golden Serpents,Mystical Horns,Vindicator,,,,Eclipsed,,,,,,
794,Tru Laseve - Divine #794,Lilac,Combative,Imbued,Pursed Frosted,Hazel,Jeweled,Frost,Robes of Shadow,The Breath of Infinity,Silver Chandelier,Azurite Spikes,Vindicator,,,,,,,,,,
795,Ar Iemi - Divine #795,Amethyst,Focus,Tainted,Pursed Amber,Frost,Silver Bridge,Rustic,Dark Gown,Silver Columns,Emerald,Plata,Vindicator,,,,,,,,,,
796,Laeei Su - Divine #796,Laguna,Warm,Refined,Pursed Void,Frozen,Silver Frayed Ring,Winter,Purity Gown,Red Opals,Silver Charged,Silver Gladiator,Vindicator,,,,,,,,,,
797,Vessii - Divine #797,Emerald,Tranquility,Tainted,Deep Sea,Frozen,Silver Double Chained,Flames,Cape of Heart,Aegian,Suspended Ruby,Silver Chandelier,Vindicator,Eyeliner,,,,,,,,,
798,Ariei Ar - Divine #798,Sacred Peach,Harmonic,Betrayed,Amber,Life Giving,Blessed Stud,River,Robes of Nature,Silver Barbs,Silver Tears,Revitalized Crown,Vindicator,,,,,,,,,,
799,Quilai - Divine #799,Natural,Serene,Cosmic,Amber,Life Giving,Silver Hoop,Frosted Focus,Arcane Robes,Silver Rings,Obsidian,Pierced Crown,Vindicator,,,,,,,,,,
800,Ar Ialiah - Divine #800,Azure,Rejuvenation,Imbued,Frosted,Life Taking,Chain of Pearls,Ancient Arcane,Shimmering Cloak,Aegian,Golden Hoops,Spring Crown,Vindicator,,,,,,,,,,
801,Tel Olii - Divine #801,Laguna,Focus,Refined,Void Kissed,Frost,Silver Double Chained,Vindicated,Shimmering Cape,Stones of Pride,Golden Dreamcatchers,Cradle of Noir,Vindicator,Eyeliner,,,,,,,,,
802,Lasze - Divine #802,Heated,Combative,Imbued,Pursed Crimson,Hazel,Chain of Pearls,Regal,Shimmering Dress,Golden Columns,Golden Tears,Barrette,Vindicator,,,,,,,,,,
803,Terrasi - Divine #803,Amethyst,Passionate,Cosmic,Deep Sea,Life Giving,Golden Hoop,Ancient Blue,Shimmering Cloak,Harspiera's Tears,Silver Chain,Dorado,Vindicator,,,,,,,,,,
804,Terlila - Divine #804,Fandango,Retribution,Cosmic,Crimson,Life Giving,Silver Slack,Shallow Waters,Shimmering Dress,Tears of Grenal,Golden Divine,Barbs of Ascension,Vindicator,,,,,,,,,,
805,Ratali - Divine #805,Sky,Warm,Imbued,Raspberry,Passionate,Golden Bridge,Ancient Dark,Bronzed Cape,Gold Charge,Bullets,Coils of Nature,Vindicator,,,,,,,,,,
806,Karpa - Divine #806,Floral,Retribution,Imbued,Natural,Life Giving,Chain of Pearls,Burnt,Arcane Cloak,Silver Charge,Rubies,Gems of Heart,Vindicator,,,,,,,,,,
807,Disciple Yairla - Divine #807,Fandango,Cosmic,Airtorn,Crimson,,Golden Hoop,Disciple,Life Mage,Gold Charge,Silver Serpents,Bronzed Horns,Apostle,,,Guidance,,,,,,,
808,Arisen Ar Emspa - Divine #808,Natural,Warm,Drake-Tempered,Pursed Amber,,Jeweled,Risen,Mystic Tassel,Green Opals,Gold Charged,Mystical Crown,Apostle,,Freed,Kindness,,,,,,,
809,Ioelle - Divine #809,Sacred Peach,Harmonic,Cosmic,Pursed Amber,Hazel,Jeweled,Blazed,Arcane Cape,Gro,Lunar,Enchanted Horns,Vindicator,,,,,,,,,,
810,Tor Itia - Divine #810,Fandango,Retribution,Cosmic,Frozen,Life Giving,Golden Double Chained,Sunrise,Dress of Heart,Harspiera,Super Solar,Druidic Crown,Vindicator,,,,,,,,,,
811,Rentaras - Divine #811,Azure,Combative,Tainted,Frosted,Frost,Silver Bridge,Fiery,Deep Sea Dress,Tears of Grenal,Amber,Enchanted Spikes,Vindicator,,,,,,,,,,
812,Fineua - Divine #812,Heated,Focus,Refined,Pursed Void,Passionate,Silver Frayed Ring,Fiery Seer,Amber Toga,Silver Rings,Pearls,Coils of Fire,Vindicator,,,,,,,,,,
813,Uwei Mae - Divine #813,Emerald,Rejuvenation,Imbued,Crimson,Frozen,Chain of Pearls,Tainted,Mystic Robes,Pendant of Wisdom,Bullets,Mystical Crown,Vindicator,,,,,,,,,,
814,Previ - Divine #814,Sacred Peach,Passionate,Refined,Toxic,Hazel,Silver Frayed Ring,Phoenix,Fiery Gown,Silver Columns,Silver Divine,Blossomed Crown,Vindicator,,,,,,,,,,
815,Yunliao - Divine #815,Floral,Serene,Refined,Pursed Crimson,Frost,Golden Hoop,Sunrise,Tranquil Gown,Tarnished Band,Solar,Barrette,Vindicator,,,,,,,,,,
